catalog_id,source_rule_id,rule_type,effect,pay_in_pct,applies_on,insurer,category,sub_segment,make,model,match,cc_min,cc_max,policy_type,geo_kind,geo_label,canonical_state,rto_code,age_min,age_max,reason,source_sheet,source_cell,source_text,confidence,review_status,reviewer,reviewed_ts,edited
SBI-TW-ELIG-TW5-087,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero,ALL,,,,COMP,STATE_OR_CITY,KERALA,KERALA,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-088,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero,ALL,,,,COMP,STATE_OR_CITY,MADHYA PRADESH,MADHYA PRADESH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-089,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero,ALL,,,,COMP,STATE_OR_CITY,RAJASTHAN,RAJASTHAN,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-090,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Hero,ALL,,,,COMP,STATE_OR_CITY,HIMACHAL PRADESH,HIMACHAL PRADESH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-091,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Royal Enfield,ALL,,,,COMP,STATE_OR_CITY,CHATTISGARH,CHATTISGARH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-092,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Royal Enfield,ALL,,,,COMP,STATE_OR_CITY,KERALA,KERALA,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-093,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Royal Enfield,ALL,,,,COMP,STATE_OR_CITY,MADHYA PRADESH,MADHYA PRADESH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-094,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Royal Enfield,ALL,,,,COMP,STATE_OR_CITY,HIMACHAL PRADESH,HIMACHAL PRADESH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-095,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Royal Enfield,ALL,,,,COMP,STATE_OR_CITY,KARNATAKA,KARNATAKA,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-096,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Royal Enfield,ALL,,,,COMP,STATE_OR_CITY,RAJASTHAN,RAJASTHAN,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-097,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Royal Enfield,ALL,,,,COMP,STATE_OR_CITY,TAMIL NADU,TAMIL NADU,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-098,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Suzuki,ALL,,,,COMP,STATE_OR_CITY,CHATTISGARH,CHATTISGARH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-099,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Suzuki,ALL,,,,COMP,STATE_OR_CITY,KERALA,KERALA,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-100,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Suzuki,ALL,,,,COMP,STATE_OR_CITY,MADHYA PRADESH,MADHYA PRADESH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-101,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yamaha,ALL,,,,COMP,STATE_OR_CITY,CHATTISGARH,CHATTISGARH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-102,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yamaha,ALL,,,,COMP,STATE_OR_CITY,KERALA,KERALA,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-103,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,Yamaha,ALL,,,,COMP,STATE_OR_CITY,MADHYA PRADESH,MADHYA PRADESH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-104,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,*OTHER*,ALL OTHER MAKES,,,,COMP,STATE_OR_CITY,CHATTISGARH,CHATTISGARH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-105,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,*OTHER*,ALL OTHER MAKES,,,,COMP,STATE_OR_CITY,KERALA,KERALA,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW5-106,SBI-TW-ELIG-TW5,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,*OTHER*,ALL OTHER MAKES,,,,COMP,STATE_OR_CITY,MADHYA PRADESH,MADHYA PRADESH,,,,Make declined for COMP in listed states,"PCV, MISD & TW",,TVS declined state CG/KL/MP; HERO CG/KL/MP/RJ/HP; Royal Enfield CG/KL/MP/HP/KA/RJ/TN; SUZUKI CG/KL/MP; YAMAHA CG/KL/MP; All other makes CG/KL/MP,0.9,PENDING,,,
SBI-TW-ELIG-TW6-107,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,GUJARAT,GUJARAT,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-108,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,PUNJAB,PUNJAB,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-109,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,CHANDIGARH,CHANDIGARH,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-110,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,KARNATAKA,KARNATAKA,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-111,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,TAMIL NADU,TAMIL NADU,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-112,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,ASSAM,ASSAM,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-113,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,RAJASTHAN,RAJASTHAN,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-114,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,GOA,GOA,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-115,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,NAGALAND,NAGALAND,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-116,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,KERALA,KERALA,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-117,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,JAMMU AND KASHMIR,JAMMU AND KASHMIR,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-118,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,CHATTISGARH,CHATTISGARH,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-119,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,MADHYA PRADESH,MADHYA PRADESH,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-120,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,HARYANA,HARYANA,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-121,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,UTTARAKHAND,UTTARAKHAND,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-122,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,TRIPURA,TRIPURA,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-123,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,MIZORAM,MIZORAM,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-124,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,ARUNACHAL PRADESH,ARUNACHAL PRADESH,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-125,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,MEGHALAYA,MEGHALAYA,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-126,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,MANIPUR,MANIPUR,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-127,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,PONDICHERRY,PONDICHERRY,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-128,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,DADRA AND NAGAR HAVELI,DAMAN & DIU,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-129,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,DAMAN AND DIU,,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-130,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,SIKKIM,SIKKIM,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-131,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,ANDAMAN,,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-132,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,LAKSHADWEEP,LAKSHADWEEP,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-133,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,SCOOTER,,,,,,SATP,STATE_OR_CITY,LADAKH,LADAKH,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-134,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,,,,,,SATP,STATE_OR_CITY,GUJARAT,GUJARAT,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-135,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,,,,,,SATP,STATE_OR_CITY,PUNJAB,PUNJAB,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-136,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,,,,,,SATP,STATE_OR_CITY,CHANDIGARH,CHANDIGARH,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-137,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,,,,,,SATP,STATE_OR_CITY,KARNATAKA,KARNATAKA,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
SBI-TW-ELIG-TW6-138,SBI-TW-ELIG-TW6,ELIGIBILITY,DECLINE,,,SBI_GENERAL,TW,BIKE,,,,,,SATP,STATE_OR_CITY,TAMIL NADU,TAMIL NADU,,,,TW SATP declined in listed states,"PCV, MISD & TW",,"TW SCOOTER & BIKE SATP Declined RTO List: GJ,PB,CH,KA,TN,AS,RJ,GA,NL,KL,JK,CG,MP,HR,UA/UK,TR,MP,MZ,AR,ML,MN,PY,DD,DN,SK,AN,LD,LA",0.9,PENDING,,,
